Site,year,NDVI,NDWI,cloud_cover,longitude,latitude,bloom,month,day_of_year,day_of_month,is_spring,is_summer,is_fall,is_winter
Non_Bloom_2,2023,0.3252322843272563,-0.3213712767915737,63.64,-115.25971154704328,36.19595474635144,0,6,162,11,0,1,0,0
Non_Bloom_2,2023,0.0851178710673382,-0.1265304466078617,0.02,-115.25971154704328,36.19595474635144,0,6,178,27,0,1,0,0
Non_Bloom_2,2023,0.0913321454468107,-0.1324436172976352,0.15,-115.25971154704328,36.19595474635144,0,7,194,13,0,1,0,0
Non_Bloom_2,2023,0.0828743907762744,-0.1224498435062312,11.11,-115.25971154704328,36.19595474635144,0,7,210,29,0,1,0,0
Non_Bloom_2,2023,0.0842123276411428,-0.1242968308403614,1.29,-115.25971154704328,36.19595474635144,0,8,226,14,0,1,0,0
Non_Bloom_2,2023,0.0870250517738264,-0.1262175448571956,0.0,-115.25971154704328,36.19595474635144,0,8,242,30,0,1,0,0
Non_Bloom_2,2023,0.0948133934735802,-0.1326766723560432,0.59,-115.25971154704328,36.19595474635144,0,9,258,15,0,0,1,0
Non_Bloom_2,2023,0.0868552906178377,-0.1228402367320061,21.22,-115.25971154704328,36.19595474635144,0,10,274,1,0,0,1,0
Non_Bloom_2,2023,0.0982934297780059,-0.1353517842504817,0.3,-115.25971154704328,36.19595474635144,0,10,290,17,0,0,1,0
Non_Bloom_2,2023,0.0854285226067115,-0.1224583459672588,2.05,-115.25971154704328,36.19595474635144,0,11,306,2,0,0,1,0
Non_Bloom_2,2023,0.0887890471948012,-0.1235835216903044,11.06,-115.25971154704328,36.19595474635144,0,11,322,18,0,0,1,0
Non_Bloom_2,2023,0.0835704174538787,-0.1188657795970808,16.8,-115.25971154704328,36.19595474635144,0,12,338,4,0,0,0,1
Non_Bloom_2,2023,0.0876879806331983,-0.1241519065977538,14.58,-115.25971154704328,36.19595474635144,0,12,354,20,0,0,0,1
Non_Bloom_1,2023,0.1344420541017735,-0.1442606587431101,1.62,-118.15401135088946,33.89481895669643,0,2,50,19,0,0,0,1
Non_Bloom_1,2023,0.1353349426674713,-0.1364065390568958,4.86,-118.15401135088946,33.89481895669643,0,3,66,7,1,0,0,0
Non_Bloom_1,2023,0.1597941789213567,-0.1631908745991117,2.74,-118.15401135088946,33.89481895669643,0,4,98,8,1,0,0,0
Non_Bloom_1,2023,0.1510877719429857,-0.1154405350392556,15.74,-118.15401135088946,33.89481895669643,0,5,130,10,1,0,0,0
Non_Bloom_1,2023,0.2175512138162345,-0.22237611054703,0.13,-118.15401135088946,33.89481895669643,0,7,194,13,0,1,0,0
Non_Bloom_1,2023,0.1373307422124367,-0.1464261223126259,1.02,-118.15401135088946,33.89481895669643,0,10,290,17,0,0,1,0
Non_Bloom_1,2023,0.1078731929425709,-0.1138287648578083,51.63,-118.15401135088946,33.89481895669643,0,1,2,2,0,0,0,1
Non_Bloom_1,2023,0.1053610241541225,-0.1128038570775926,10.24,-118.15401135088946,33.89481895669643,0,1,18,18,0,0,0,1
Non_Bloom_1,2023,0.1138503924569711,-0.1255819417593896,7.9,-118.15401135088946,33.89481895669643,0,2,50,19,0,0,0,1
Non_Bloom_1,2023,0.1139723715519307,-0.1253922176870416,14.15,-118.15401135088946,33.89481895669643,0,3,66,7,1,0,0,0
Non_Bloom_1,2023,0.1486065507221906,-0.1404277696565701,77.27,-118.15401135088946,33.89481895669643,0,3,82,23,1,0,0,0
Non_Bloom_1,2023,0.1237127695894274,-0.1331461645024232,19.74,-118.15401135088946,33.89481895669643,0,4,98,8,1,0,0,0
Non_Bloom_1,2023,0.1403935940008104,-0.1384790200077024,49.52,-118.15401135088946,33.89481895669643,0,4,114,24,1,0,0,0
Non_Bloom_1,2023,0.1332673629020477,-0.1407389725599639,64.58,-118.15401135088946,33.89481895669643,0,5,130,10,1,0,0,0
Non_Bloom_1,2023,0.1280993182289581,-0.1302689647651292,44.46,-118.15401135088946,33.89481895669643,0,5,146,26,1,0,0,0
Non_Bloom_1,2023,0.1224985230612777,-0.1369058083177806,17.43,-118.15401135088946,33.89481895669643,0,6,178,27,0,1,0,0
Non_Bloom_1,2023,0.1211539513469214,-0.1356357644813131,0.48,-118.15401135088946,33.89481895669643,0,7,194,13,0,1,0,0
Non_Bloom_1,2023,0.14213026894194,-0.1491622095855084,53.55,-118.15401135088946,33.89481895669643,0,7,210,29,0,1,0,0
Non_Bloom_1,2023,0.1195375319549666,-0.1314721824201862,32.56,-118.15401135088946,33.89481895669643,0,8,226,14,0,1,0,0
Non_Bloom_1,2023,0.1236947673678213,-0.1352872646069866,13.66,-118.15401135088946,33.89481895669643,0,8,242,30,0,1,0,0
Non_Bloom_1,2023,0.1260870290846777,-0.127541616336349,73.31,-118.15401135088946,33.89481895669643,0,10,274,1,0,0,1,0
Non_Bloom_1,2023,0.1175603835528333,-0.1275410620498371,36.85,-118.15401135088946,33.89481895669643,0,10,290,17,0,0,1,0
Non_Bloom_1,2023,0.1089324436355376,-0.1220396662722567,0.07,-118.15401135088946,33.89481895669643,0,11,306,2,0,0,1,0
Non_Bloom_1,2023,0.1043003733726865,-0.1114685326726539,50.26,-118.15401135088946,33.89481895669643,0,11,322,18,0,0,1,0
Non_Bloom_1,2023,0.1086141636667586,-0.1192104381077722,52.94,-118.15401135088946,33.89481895669643,0,12,338,4,0,0,0,1
Non_Bloom_1,2023,0.1191009251039568,-0.1149948536568116,32.86,-118.15401135088946,33.89481895669643,0,12,354,20,0,0,0,1
Non_Bloom_1,2023,0.098919294560228,-0.1088243867900617,1.0,-118.15401135088946,33.89481895669643,0,1,25,25,0,0,0,1
Non_Bloom_1,2023,0.0983305071612779,-0.1095627048413464,1.2,-118.15401135088946,33.89481895669643,0,2,41,10,0,0,0,1
Non_Bloom_1,2023,0.1041123173191912,-0.1113359741022434,14.12,-118.15401135088946,33.89481895669643,0,2,57,26,0,0,0,1
Non_Bloom_1,2023,0.1237804367579974,-0.1245270729235834,58.15,-118.15401135088946,33.89481895669643,0,3,89,30,1,0,0,0
Non_Bloom_1,2023,0.1095286066858645,-0.1205699865795964,0.5,-118.15401135088946,33.89481895669643,0,4,105,15,1,0,0,0
Non_Bloom_1,2023,0.1168096626786622,-0.1260678936076222,37.98,-118.15401135088946,33.89481895669643,0,5,121,1,1,0,0,0
Non_Bloom_1,2023,0.111060531801833,-0.1202997994695216,14.75,-118.15401135088946,33.89481895669643,0,5,137,17,1,0,0,0
Non_Bloom_1,2023,0.1449834698576853,-0.1513924567465072,25.78,-118.15401135088946,33.89481895669643,0,6,153,2,0,1,0,0
Non_Bloom_1,2023,0.1073083223209556,-0.1232859382087504,8.88,-118.15401135088946,33.89481895669643,0,7,185,4,0,1,0,0
Non_Bloom_1,2023,0.1054253021894285,-0.1217742626133724,3.33,-118.15401135088946,33.89481895669643,0,7,201,20,0,1,0,0
Non_Bloom_1,2023,0.1034949072394779,-0.1199401340143679,3.1,-118.15401135088946,33.89481895669643,0,8,217,5,0,1,0,0
Non_Bloom_1,2023,0.103103705646535,-0.1138912583146336,50.97,-118.15401135088946,33.89481895669643,0,8,233,21,0,1,0,0
Non_Bloom_1,2023,0.118612239739968,-0.128993603585684,5.83,-118.15401135088946,33.89481895669643,0,9,249,6,0,0,1,0
Non_Bloom_1,2023,0.1136261212848235,-0.1228516731546219,27.21,-118.15401135088946,33.89481895669643,0,9,265,22,0,0,1,0
Non_Bloom_1,2023,0.1093661614501931,-0.1197101403917484,11.74,-118.15401135088946,33.89481895669643,0,10,281,8,0,0,1,0
Non_Bloom_1,2023,0.1026656649909402,-0.1138482013997279,2.34,-118.15401135088946,33.89481895669643,0,10,297,24,0,0,1,0
Non_Bloom_1,2023,0.09562234137592,-0.1098822793660834,0.05,-118.15401135088946,33.89481895669643,0,11,313,9,0,0,1,0
Non_Bloom_1,2023,0.0990856091189971,-0.1108513909310128,0.1,-118.15401135088946,33.89481895669643,0,11,329,25,0,0,1,0
Non_Bloom_1,2023,0.0917746059511121,-0.1040594069495233,48.38,-118.15401135088946,33.89481895669643,0,12,345,11,0,0,0,1
Non_Bloom_1,2023,0.0802706121624207,-0.087025732029578,49.72,-118.15401135088946,33.89481895669643,0,12,361,27,0,0,0,1
Non_Bloom_1,2023,0.1014506122413603,-0.1129956283484158,0.04,-118.15401135088946,33.89481895669643,0,1,25,25,0,0,0,1
Non_Bloom_1,2023,0.1023903827753584,-0.1147649820123734,11.92,-118.15401135088946,33.89481895669643,0,2,41,10,0,0,0,1
Non_Bloom_1,2023,0.1151748376595337,-0.1249397519168983,9.31,-118.15401135088946,33.89481895669643,0,2,57,26,0,0,0,1
Non_Bloom_1,2023,0.1147708423206779,-0.1142737766359093,50.76,-118.15401135088946,33.89481895669643,0,3,89,30,1,0,0,0
Non_Bloom_1,2023,0.1111041293620867,-0.1236793046425781,21.65,-118.15401135088946,33.89481895669643,0,4,105,15,1,0,0,0
Non_Bloom_1,2023,0.1078668256639541,-0.1191998384572842,46.45,-118.15401135088946,33.89481895669643,0,5,121,1,1,0,0,0
Non_Bloom_1,2023,0.121098462134382,-0.130134010127786,50.84,-118.15401135088946,33.89481895669643,0,6,153,2,0,1,0,0
Non_Bloom_1,2023,0.107810878566131,-0.1257042947521177,59.57,-118.15401135088946,33.89481895669643,0,7,201,20,0,1,0,0
Non_Bloom_1,2023,0.105669044053565,-0.1235270219464528,59.12,-118.15401135088946,33.89481895669643,0,8,217,5,0,1,0,0
Non_Bloom_1,2023,0.1130615797945915,-0.124987892122599,64.31,-118.15401135088946,33.89481895669643,0,8,233,21,0,1,0,0
Non_Bloom_1,2023,0.1205143577278295,-0.1321708312315819,43.41,-118.15401135088946,33.89481895669643,0,9,249,6,0,0,1,0
Non_Bloom_1,2023,0.1154063392555912,-0.1260667730421799,79.16,-118.15401135088946,33.89481895669643,0,9,265,22,0,0,1,0
Non_Bloom_1,2023,0.104122303801642,-0.1165669327677076,59.27,-118.15401135088946,33.89481895669643,0,10,297,24,0,0,1,0
Non_Bloom_1,2023,0.0977949350021706,-0.1136559587485497,0.04,-118.15401135088946,33.89481895669643,0,11,313,9,0,0,1,0
Non_Bloom_1,2023,0.0994414657910204,-0.1128682151513647,3.47,-118.15401135088946,33.89481895669643,0,11,329,25,0,0,1,0
Non_Bloom_1,2023,0.1003394311725463,-0.1123347250175199,45.8,-118.15401135088946,33.89481895669643,0,12,345,11,0,0,0,1
Non_Bloom_6,2023,0.1614119418788423,-0.1223703358320236,2.24,-119.57393390353316,37.73835106740883,0,2,32,1,0,0,0,1
Non_Bloom_6,2023,0.2014041924393311,-0.188164759074967,2.01,-119.57393390353316,37.73835106740883,0,4,96,6,1,0,0,0
Non_Bloom_6,2023,0.1874335890348147,-0.1834918980493693,2.95,-119.57393390353316,37.73835106740883,0,4,112,22,1,0,0,0
Non_Bloom_6,2023,0.1933308634507689,-0.1903638689631271,13.48,-119.57393390353316,37.73835106740883,0,5,128,8,1,0,0,0
Non_Bloom_6,2023,0.1841191003412826,-0.1848539412660223,13.14,-119.57393390353316,37.73835106740883,0,5,144,24,1,0,0,0
Non_Bloom_6,2023,0.2022286272257766,-0.2031994430767695,30.26,-119.57393390353316,37.73835106740883,0,6,160,9,0,1,0,0
Non_Bloom_6,2023,0.2041962307082515,-0.2081265531745606,12.88,-119.57393390353316,37.73835106740883,0,6,176,25,0,1,0,0
Non_Bloom_6,2023,0.2052150579949893,-0.211002465540789,4.6,-119.57393390353316,37.73835106740883,0,7,192,11,0,1,0,0
Non_Bloom_6,2023,0.2145080960334178,-0.2195837215965783,3.15,-119.57393390353316,37.73835106740883,0,7,208,27,0,1,0,0
Non_Bloom_6,2023,0.2191474088232985,-0.223326161921696,13.37,-119.57393390353316,37.73835106740883,0,8,224,12,0,1,0,0
Non_Bloom_6,2023,0.2079579402654583,-0.2127345693626677,1.19,-119.57393390353316,37.73835106740883,0,8,240,28,0,1,0,0
Non_Bloom_6,2023,0.2011943384811767,-0.2058982650062553,6.33,-119.57393390353316,37.73835106740883,0,9,256,13,0,0,1,0
Non_Bloom_6,2023,0.1934932988279106,-0.198533525611096,1.27,-119.57393390353316,37.73835106740883,0,9,272,29,0,0,1,0
Non_Bloom_6,2023,0.1822700185298388,-0.1891589229459941,0.7,-119.57393390353316,37.73835106740883,0,10,288,15,0,0,1,0
Non_Bloom_6,2023,0.1752275412746076,-0.1818531574175367,1.75,-119.57393390353316,37.73835106740883,0,10,304,31,0,0,1,0
Non_Bloom_6,2023,0.179982182846422,-0.1844595458263307,36.4,-119.57393390353316,37.73835106740883,0,11,320,16,0,0,1,0
Non_Bloom_6,2023,0.1478327525737061,-0.1179876996043521,3.19,-119.57393390353316,37.73835106740883,0,1,23,23,0,0,0,1
Non_Bloom_6,2023,0.1723191824101791,-0.1546614175337331,1.03,-119.57393390353316,37.73835106740883,0,2,39,8,0,0,0,1
Non_Bloom_6,2023,0.1828831373456275,-0.1843735151761754,3.54,-119.57393390353316,37.73835106740883,0,4,103,13,1,0,0,0
Non_Bloom_6,2023,0.1616361891157637,-0.1677554880782072,17.07,-119.57393390353316,37.73835106740883,0,4,119,29,1,0,0,0
Non_Bloom_6,2023,0.1774465501582033,-0.1837536588539509,2.46,-119.57393390353316,37.73835106740883,0,5,135,15,1,0,0,0
Non_Bloom_6,2023,0.1829058891723891,-0.1923684049866959,5.36,-119.57393390353316,37.73835106740883,0,5,151,31,1,0,0,0
Non_Bloom_6,2023,0.1906665290772951,-0.2009332919638328,5.46,-119.57393390353316,37.73835106740883,0,6,167,16,0,1,0,0
Non_Bloom_6,2023,0.1761222755258873,-0.1880071653305739,11.45,-119.57393390353316,37.73835106740883,0,7,183,2,0,1,0,0
Non_Bloom_6,2023,0.1963191707987595,-0.2087130131847092,9.4,-119.57393390353316,37.73835106740883,0,7,199,18,0,1,0,0
Non_Bloom_6,2023,0.2021409339702345,-0.2177165553570024,0.4,-119.57393390353316,37.73835106740883,0,8,215,3,0,1,0,0
Non_Bloom_6,2023,0.2064557542489266,-0.2193198814433474,7.2,-119.57393390353316,37.73835106740883,0,8,231,19,0,1,0,0
Non_Bloom_6,2023,0.20070442398102,-0.2163245185514564,0.19,-119.57393390353316,37.73835106740883,0,9,247,4,0,0,1,0
Non_Bloom_6,2023,0.1909065793980591,-0.2074075771709296,4.64,-119.57393390353316,37.73835106740883,0,9,263,20,0,0,1,0
